012;490;Cultivo de frutas n.c.p.;Cultivo de frutas n.c.p. (Incluye kiwi, arándanos, mora, grosella, etc.);
012;510;Cultivo de caña de azúcar;Cultivo de caña de azúcar;
012;590;Cultivo de plantas sacaríferas n.c.p.;Cultivo de plantas sacaríferas n.c.p. (Incluye remolacha azucarera, etc.);
012;600;Cultivo de frutos oleaginosos;Cultivo de frutos oleaginosos (Incluye el cultivo de olivo, coco, palma, etc.);
012;701;Cultivo de yerba mate;Cultivo de yerba mate;
012;709;Cultivo de té y otras plantas cuyas hojas se utilizan para preparar infusiones;Cultivo de té y otras plantas cuyas hojas se utilizan para preparar infusiones;
012;800;Cultivo de especias y de plantas aromáticas y medicinales;Cultivo de especias y de plantas aromáticas y medicinales;
012;900;Cultivos perennes n.c.p.;Cultivos perennes n.c.p.;
013;011;Producción de semillas híbridas de cereales y oleaginosas;Producción de semillas híbridas de cereales y oleaginosas ;
013;012;Producción de semillas varietales o autofecundadas de cereales, oleaginosas, y forrajeras;Producción de semillas varietales o autofecundadas de cereales, oleaginosas, y forrajeras ;
013;013;Producción de semillas de hortalizas y legumbres, flores y plantas ornamentales y árboles frutales;Producción de semillas de hortalizas y legumbres, flores y plantas ornamentales y árboles frutales ;
013;019;Producción de semillas de cultivos agrícolas n.c.p.;Producción de semillas de cultivos agrícolas n.c.p.;
013;020;Producción de otras formas de propagación de cultivos agrícolas;Producción de otras formas de propagación de cultivos agrícolas (Incluye gajos, bulbos, estacas enraizadas o no, esquejes, plantines, etc.) ;
014;113;Cría de ganado bovino, excepto la realizada en cabañas y para la producción de leche;Cría de ganado bovino, excepto la realizada en cabañas y para la producción de leche (Incluye: ganado bubalino);
014;114;Invernada  de ganado bovino excepto el engorde en corrales (Feed-Lot);Invernada  de ganado bovino excepto el engorde en corrales (Feed-Lot);
014;115;Engorde en corrales (Feed-Lot);Engorde en corrales (Feed-Lot);
014;121;Cría de ganado bovino realizada en cabañas;Cría de ganado bovino realizada en cabañas (Incluye: ganado bubalino y la producción de semen);
014;211;Cría de ganado equino, excepto la realizada en haras;Cría de ganado equino, excepto la realizada en haras (Incluye equinos de trabajo, asnos, mulas, burdéganos);
014;300;Cría de camélidos;Cría de camélidos (Incluye alpaca, guanaco, llama, vicuña);
014;410;Cría de ganado ovino -excepto en cabañas y para la  producción de lana y leche;Cría de ganado ovino -excepto en cabañas y para la  producción de lana y leche-;
014;420;Cría de ganado ovino realizada en cabañas;Cría de ganado ovino realizada en cabañas;
014;430;Cría de ganado caprino -excepto la realizada en cabañas y para producción de pelos y de leche;Cría de ganado caprino -excepto la realizada en cabañas y para producción de pelos y de leche-;
014;440;Cría de ganado caprino realizada en cabañas;Cría de ganado caprino realizada en cabañas ;
014;510;Cría de ganado porcino, excepto la realizada en cabañas;Cría de ganado porcino, excepto la realizada en cabañas;
014;520;Cría de ganado porcino realizado en cabañas;Cría de ganado porcino realizado en cabañas;
014;610;Producción de leche bovina;Producción de leche bovina (Incluye la cría para la producción de leche de vaca y la producción de leche bubalina);
014;620;Producción de leche de oveja y de cabra;Producción de leche de oveja y de cabra;
014;710;Producción de lana y pelo de oveja y cabra (cruda);Producción de lana y pelo de oveja y cabra (cruda);
014;720;Producción de pelos de ganado n.c.p.;Producción de pelos de ganado n.c.p.;
014;810;Cría de aves de corral, excepto para la producción de huevos;Cría de aves de corral, excepto para la producción de huevos;
014;820;Producción de huevos;Producción de huevos;
014;910;Apicultura;Apicultura (Incluye la producción de miel, jalea real, polen, propóleo, etc.);
014;920;Cunicultura;Cunicultura;
014;930;Cría de animales pelíferos, pilíferos y plumíferos, excepto de las especies ganaderas;Cría de animales pelíferos, pilíferos y plumíferos, excepto de las especies ganaderas (Incluye cría de visón, nutria, chinchilla, reptiles, etc.);
014;990;Cría de animales y obtención de productos de origen animal, n.c.p.;Cría de animales y obtención de productos de origen animal, n.c.p. (Incluye ciervo, gato, gusano de seda, lombriz, pájaro, perro, rana, animales para experimentación, caracoles vivos, frescos, congelados y secos -excepto marinos-, cera de insectos excepto la de abeja, etc.);
016;111;Servicios de labranza, siembra, transplante  y  cuidados culturales;Servicios de labranza, siembra, transplante  y  cuidados culturales;
016;112;Servicios de pulverización, desinfección y fumigación terrestre;Servicios de pulverización, desinfección y fumigación terrestre;
016;113;Servicios de pulverización, desinfección y fumigación aérea;Servicios de pulverización, desinfección y fumigación aérea ;
016;119;Servicios de maquinaria agrícola n.c.p., excepto los de cosecha mecánica;Servicios de maquinaria agrícola n.c.p., excepto los de cosecha mecánica (Incluye clasificado y/o tamañado, rastrillado, roturación de terreno, etc.);
016;120;Servicios de cosecha mecánica;Servicios de cosecha mecánica (Incluye la cosecha mecánica de granos, caña de azúcar, algodón, forrajes, el enfardado, enrollado, etc.) ;
016;130;Servicios de contratistas de mano de obra agrícola;Servicios de contratistas de mano de obra agrícola (Incluye la poda de árboles, transplante, cosecha manual de citrus, algodón, etc.);
016;140;Servicios de post cosecha;Servicios de post cosecha (Incluye servicios de lavado de papas,  acondicionamiento, limpieza, etc, de granos antes de ir a los mercados primarios), (Excluye los servicios de procesamiento de semillas para su siembra);
016;150;Servicios de procesamiento de semillas para su siembra;Servicios de procesamiento de semillas para su siembra (Incluye la selección de semillas);
016;190;Servicios de apoyo agrícolas n.c.p;Servicios de apoyo agrícolas n.c.p (Incluye  explotación de sistemas de riego, injertos de plantas, construcción y plantación de almácigos, alquiler de colmenas, etc.), (No incluye mantenimiento de jardines, parques y cementerios: actividad 813000, planificación y diseño paisajista: actividad 711009);
016;210;Inseminación artificial y servicios n.c.p. para mejorar la reproducción de los animales y el rendimiento de sus productos;Inseminación artificial y servicios n.c.p. para mejorar la reproducción de los animales y el rendimiento de sus productos ;
016;220;Servicios de contratistas de mano de obra pecuaria;Servicios de contratistas de mano de obra pecuaria (Incluye arreo, castración de aves, pasturaje,  etc.);
016;230;Servicios de esquila de animales;Servicios de esquila de animales;
016;291;Servicios para el control de plagas, baños parasiticidas, etc.;Servicios para el control de plagas, baños parasiticidas, etc.;
016;292;Albergue y cuidado de  animales de terceros;Albergue y cuidado de  animales de terceros;
016;299;Servicios de apoyo pecuarios n.c.p.;Servicios de apoyo pecuarios n.c.p.;
017;010;Caza y repoblación  de animales de caza;Caza y repoblación  de animales de caza (Incluye la caza de animales para obtener carne, pieles y cueros y la captura de animales vivos para zoológicos, animales de compañía, para investigación, etc.);
017;020;Servicios de apoyo para la caza;Servicios de apoyo para la caza;
021;010;Plantación de bosques;Plantación de bosques;
021;020;Repoblación y conservación de bosques nativos y zonas forestadas;Repoblación y conservación de bosques nativos y zonas forestadas;
021;030;Explotación de viveros forestales;Explotación de viveros forestales (Incluye propagación de especies forestales);
022;010;Extracción de productos forestales de bosques cultivados;Extracción de productos forestales de bosques cultivados (Incluye tala de árboles, desbaste de troncos y producción de madera en bruto, leña, postes);
022;020;Extracción de productos forestales de bosques nativos;Extracción de productos forestales de bosques nativos (Incluye tala de árboles, desbaste de troncos y producción de madera en bruto, leña, postes, la extracción de rodrigones, varas, varillas y la recolección de  gomas naturales, líquenes, musgos, resinas y de rosa mosqueta,etc);
024;010;Servicios forestales para la extracción de madera;Servicios forestales para la extracción de madera (Incluye tala de árboles, acarreo y transporte en el interior del bosque, servicios realizados por terceros, etc.);
024;020;Servicios forestales excepto los servicios para la extracción de madera;Servicios forestales excepto los servicios para la extracción de madera (Incluye protección contra incendios, evaluación de masas forestales en pie, estimación del valor de la madera, etc.);
031;110;Pesca de organismos marinos, excepto cuando es realizada en buques procesadores;Pesca de organismos marinos, excepto cuando es realizada en buques procesadores;
031;120;Pesca y elaboración de productos marinos realizada a bordo de buques procesadores;Pesca y elaboración de productos marinos realizada a bordo de buques procesadores;
031;130;Recolección de organismos marinos excepto peces, crustáceos y moluscos;Recolección de organismos marinos excepto peces, crustáceos y moluscos (Incluye la recolección de algas marinas);
031;200;Pesca continental: fluvial y lacustre;Pesca continental: fluvial y lacustre;
031;300;Servicios de apoyo para la pesca;Servicios de apoyo para la pesca;
032;000;Explotación de criaderos de peces, granjas piscícolas y otros frutos acuáticos  (acuicultura);Explotación de criaderos de peces, granjas piscícolas y otros frutos acuáticos  (acuicultura);
051;000;Extracción y aglomeración de carbón;Extracción y aglomeración de carbón (Incluye la producción de hulla no aglomerada, antracita, carbón bituminoso no aglomerado, ovoides y combustibles sólidos análogos a base de hulla, etc.);
052;000;Extracción y aglomeración de lignito;Extracción y aglomeración de lignito (Incluye la producción de lignito aglomerado y no aglomerado);
061;000;Extracción de petróleo crudo;Extracción de petróleo crudo (Incluye arenas alquitraníferas, esquistos bituminosos o lutitas, aceites de petróleo y de minerales bituminosos, petróleo, etc.);
062;000;Extracción de gas natural;Extracción de gas natural (Incluye gas natural licuado y gaseoso);
071;000;Extracción de minerales de hierro;Extracción de minerales de hierro (Incluye hematitas, limonitas, magnetitas, siderita, etc.);
072;100;Extracción de minerales y concentrados de uranio y torio;Extracción de minerales y concentrados de uranio y torio;
072;910;Extracción de metales preciosos;Extracción de metales preciosos;
072;990;Extracción de minerales metalíferos no ferrosos n.c.p., excepto minerales de uranio y torio;Extracción de minerales metalíferos no ferrosos n.c.p., excepto minerales de uranio y torio (Incluye aluminio, cobre, estaño, manganeso, níquel, plomo, volframio, antimonio, bismuto, cinc, molibdeno, titanio, circonio, niobio, tántalo, vanadio, cromo, cobalto);
081;100;Extracción de rocas ornamentales;Extracción de rocas ornamentales (Incluye areniscas, cuarcita, dolomita, granito, mármol, piedra laja, pizarra, serpentina, etc.);
081;200;Extracción de piedra caliza y yeso;Extracción de piedra caliza y yeso (Incluye caliza, castina, conchilla, riolita, yeso natural, anhidrita, etc.);
081;300;Extracción de arenas, canto rodado y triturados pétreos;Extracción de arenas, canto rodado y triturados pétreos (Incluye arena para construcción, arena silícea, otras arenas naturales, canto rodado, dolomita triturada, salto triturado, piedra partida  y  otros triturados pétreos, etc.);
081;400;Extracción de arcilla y caolín;Extracción de arcilla y caolín (Incluye andalucita, arcillas, bentonita, caolín, pirofilita, silimanita, mullita, tierra de chamota o de dinas, etc.);
089;110;Extracción de minerales para la fabricación de abonos excepto turba;Extracción de minerales para la fabricación de abonos excepto turba (Incluye guano, silvita, silvinita y otras sales de potasio naturales, etc.);
089;120;Extracción de minerales para la fabricación de productos químicos;Extracción de minerales para la fabricación de productos químicos (Incluye azufre, boracita e hidroboracita, calcita, celestina, colemanita, fluorita, litio y sales de litio naturales, sulfato de aluminio, sulfato de hierro, sulfato de magnesio, sulfato de sodio, ocres,  tinkal, ulexita, asfaltita, laterita, etc.);
089;200;Extracción y aglomeración de turba;Extracción y aglomeración de turba (Incluye la producción de turba utilizada como corrector de suelos) ;
089;300;Extracción de sal;Extracción de sal ;
089;900;Explotación de minas y canteras n.c.p.;Explotación de minas y canteras n.c.p. (Incluye amianto, cuarzo, diatomita, piedra pómez, ágata, agua marina, amatista, cristal de roca, rodocrosita, topacio, corindón, feldespato, mica, zeolita, perlita, granulado volcánico, puzolana, toba, talco, vermiculita, tosca, grafito, etc.);
091;000;Servicios de apoyo para la extracción de petróleo y gas natural;Servicios de apoyo para la extracción de petróleo y gas natural;
099;000;Servicios de apoyo para la minería, excepto para la extracción de petróleo y gas natual;Servicios de apoyo para la minería, excepto para la extracción de petróleo y gas natual;
101;011;Matanza de ganado bovino;Matanza de ganado bovino (Incluye búfalos) ;
101;012;Procesamiento de carne de ganado bovino;Procesamiento de carne de ganado bovino;
101;013;Saladero y peladero de cueros de ganado bovino;Saladero y peladero de cueros de ganado bovino;
101;020;Producción y procesamiento de carne de aves;Producción y procesamiento de carne de aves;
101;030;Elaboración de fiambres y embutidos;Elaboración de fiambres y embutidos;
101;040;Matanza de ganado excepto el bovino y procesamiento de su carne;Matanza de ganado excepto el bovino y procesamiento de su carne (Incluye ganado ovino, porcino, equino, etc.) ;
101;091;Fabricación de aceites y grasas de origen animal;Fabricación de aceites y grasas de origen animal;
101;099;Matanza de animales n.c.p. y procesamiento de su carne, elaboración de subproductos cárnicos n.c.p.;Matanza de animales n.c.p. y procesamiento de su carne, elaboración de subproductos cárnicos n.c.p. (Incluye producción de carne fresca, refrigerada o congelada de liebre, conejo, animales de caza, etc.);
102;001;Elaboración de pescados de mar, crustáceos y  productos marinos;Elaboración de pescados de mar, crustáceos y  productos marinos ;
102;002;Elaboración de pescados de ríos y lagunas y otros productos fluviales y lacustres;Elaboración de pescados de ríos y lagunas y otros productos fluviales y lacustres;
102;003;Fabricación de aceites, grasas, harinas y productos a base de pescados;Fabricación de aceites, grasas, harinas y productos a base de pescados ;
103;011;Preparación de conservas de frutas, hortalizas y legumbres;Preparación de conservas de frutas, hortalizas y legumbres;
103;012;Elaboración y envasado de dulces, mermeladas y jaleas;Elaboración y envasado de dulces, mermeladas y jaleas;
103;020;Elaboración de jugos naturales y sus concentrados, de frutas, hortalizas y legumbres;Elaboración de jugos naturales y sus concentrados, de frutas, hortalizas y legumbres (No incluye la elaboración de jugos para diluir o en polvo llamados "sintéticos" o de un contenido en jugos naturales inferior al 50% actividad 110492);
103;030;Elaboración de frutas, hortalizas y legumbres congeladas;Elaboración de frutas, hortalizas y legumbres congeladas;
103;091;Elaboración de hortalizas y legumbres deshidratadas o desecadas, preparación n.c.p. de hortalizas y legumbres;Elaboración de hortalizas y legumbres deshidratadas o desecadas, preparación n.c.p. de hortalizas y legumbres (Incluye la elaboración de harina y escamas de papa, sémola de hortalizas y legumbres,  hortalizas y legumbres deshidratadas, etc.);
103;099;Elaboración de frutas deshidratadas o desecadas, preparación n.c.p. de frutas;Elaboración de frutas deshidratadas o desecadas, preparación n.c.p. de frutas;
104;011;Elaboración de aceites y grasas vegetales  sin refinar;Elaboración de aceites y grasas vegetales  sin refinar;
104;012;Elaboración de aceite de oliva;Elaboración de aceite de oliva     ;
104;013;Elaboración de aceites y grasas vegetales refinados;Elaboración de aceites y grasas vegetales refinados (No incluye aceite de oliva -actividad 104012-);
104;020;Elaboración de margarinas y grasas vegetales comestibles similares;Elaboración de margarinas y grasas vegetales comestibles similares;
105;010;Elaboración de leches y productos lácteos deshidratados;Elaboración de leches y productos lácteos deshidratados (Incluye la obtención de quesos, helados, manteca, postres lácteos, yogur y otros productos lácteos fermentados o coagulados cuando son obtenidos en forma integrada con la producción de leche);
105;020;Elaboración de quesos;Elaboración de quesos (Incluye la producción de suero);
105;030;Elaboración industrial de helados;Elaboración industrial de helados;
105;090;Elaboración de productos lácteos n.c.p.;Elaboración de productos lácteos n.c.p. (Incluye la producción de caseínas, manteca, postres, etc., cuando no son obtenidos e forma integrada con la producción de leche);
106;110;Molienda de trigo;Molienda de trigo;
106;120;Preparación de arroz;Preparación de arroz;
106;131;Elaboración de alimentos a base de cereales;Elaboración de alimentos a base de cereales ;
106;139;Preparación y molienda de legumbres y cereales n.c.p., excepto trigo y arroz y molienda húmeda de maíz;Preparación y molienda de legumbres y cereales n.c.p., excepto trigo y arroz y molienda húmeda de maíz;
106;200;Elaboración de almidones y productos derivados del almidón, molienda húmeda de maíz;Elaboración de almidones y productos derivados del almidón, molienda húmeda de maíz (Incluye la elaboración de glucosa y gluten);
107;110;Elaboración de galletitas y bizcochos;Elaboración de galletitas y bizcochos;
107;121;Elaboración industrial de productos de panadería, excepto galletitas y bizcochos;Elaboración industrial de productos de panadería, excepto galletitas y bizcochos (Incluye la elaboración de productos de panadería frescos, congelados y secos);
107;129;Elaboración de productos de panadería n.c.p.;Elaboración de productos de panadería n.c.p. (Incluye la elaboración de pan, facturas, churros, pre-pizzas, masas de hojaldre, masas fritas, tortas, tartas, etc), (No incluye la fabricación de sándwich 561040);
107;200;Elaboración de azúcar;Elaboración de azúcar;
107;301;Elaboración de cacao y chocolate;Elaboración de cacao y chocolate ;
107;309;Elaboración de productos de confitería n.c.p.;Elaboración de productos de confitería n.c.p. (Incluye alfajores, caramelos, frutas confitadas, pastillas, gomas de mascar, etc.);
107;410;Elaboración de pastas alimentarias frescas;Elaboración de pastas alimentarias frescas;
107;420;Elaboración de pastas alimentarias secas;Elaboración de pastas alimentarias secas;
107;500;Elaboración de comidas preparadas para reventa;Elaboración de comidas preparadas para reventa (Incluye la elaboración de comidas preparadas para reventa en supermercados, kioscos, cafeterías, etc.);
107;911;Tostado, torrado y molienda de café;Tostado, torrado y molienda de café;
107;912;Elaboración y molienda de hierbas aromáticas y  especias;Elaboración y molienda de hierbas aromáticas y  especias;
107;920;Preparación de hojas de té;Preparación de hojas de té;
107;930;Elaboración de yerba mate;Elaboración de yerba mate;
107;991;Elaboración de extractos, jarabes y concentrados;Elaboración de extractos, jarabes y concentrados;
107;992;Elaboración de vinagres;Elaboración de vinagres;
107;999;Elaboración de productos alimenticios n.c.p.;Elaboración de productos alimenticios n.c.p. (Incluye la elaboración de polvos para preparar postres y gelatinas, levadura, productos para copetín, sopas, sal de mesa, mayonesa, mostaza, etc.);
108;000;Elaboración de alimentos preparados para animales;Elaboración de alimentos preparados para animales;
109;000;Servicios industriales para la elaboración de alimentos y bebidas;Servicios industriales para la elaboración de alimentos y bebidas (Incluye procesos y operaciones que permiten que el producto alimenticio y las bebidas estén en estado higiénico sanitario para consumo humano o para su utilización como materias primas de la industria). ;
110;100;Destilación, rectificación y mezcla de bebidas espiritosas;Destilación, rectificación y mezcla de bebidas espiritosas;
110;211;Elaboración de mosto;Elaboración de mosto;
110;212;Elaboración de vinos;Elaboración de vinos (Incluye el fraccionamiento);
110;290;Elaboración de sidra y otras bebidas alcohólicas fermentadas;Elaboración de sidra y otras bebidas alcohólicas fermentadas ;
110;300;Elaboración de cerveza, bebidas malteadas y malta;Elaboración de cerveza, bebidas malteadas y malta;
110;411;Embotellado de aguas naturales y minerales;Embotellado de aguas naturales y minerales;
110;412;Fabricación de sodas;Fabricación de sodas;
110;420;Elaboración de bebidas gaseosas, excepto soda;Elaboración de bebidas gaseosas, excepto soda;
110;491;Elaboración de hielo;Elaboración de hielo;
110;492;Elaboración de bebidas no alcohólicas n.c.p.;Elaboración de bebidas no alcohólicas n.c.p. (Incluye los jugos para diluir o en polvo llamados "sintéticos" o de un contenido en jugos naturales inferior al 50%), (No incluye a los jugos naturales y sus concentrados, de frutas, hortalizas y legumbres - actividad 103020);
120;010;Preparación de hojas de tabaco;Preparación de hojas de tabaco;
120;091;Elaboración de cigarrillos;Elaboración de cigarrillos;
120;099;Elaboración de productos de tabaco n.c.p.;Elaboración de productos de tabaco n.c.p.;
131;110;Preparación de fibras textiles vegetales, desmotado de algodón;Preparación de fibras textiles vegetales, desmotado de algodón (Incluye la preparación de fibras de yute, ramio, cáñamo y lino);
131;120;Preparación de fibras animales de uso textil;Preparación de fibras animales de uso textil;
131;131;Fabricación de hilados textiles de lana, pelos y sus mezclas;Fabricación de hilados textiles de lana, pelos y sus mezclas;
131;132;Fabricación de hilados textiles de algodón y sus mezclas;Fabricación de hilados textiles de algodón y sus mezclas;
131;139;Fabricación de hilados textiles n.c.p., excepto de lana  y de algodón;Fabricación de hilados textiles n.c.p., excepto de lana  y de algodón;
131;201;Fabricación de tejidos (telas) planos de lana y sus mezclas, incluye hilanderías y tejedurías integradas;Fabricación de tejidos (telas) planos de lana y sus mezclas, incluye hilanderías y tejedurías integradas;
131;202;Fabricación de tejidos (telas) planos de algodón y sus mezclas, incluye hilanderías y tejedurías integradas;Fabricación de tejidos (telas) planos de algodón y sus mezclas, incluye hilanderías y tejedurías integradas;
131;209;Fabricación de tejidos (telas) planos de fibras textiles n.c.p., incluye hilanderías y tejedurías integradas;Fabricación de tejidos (telas) planos de fibras textiles n.c.p., incluye hilanderías y tejedurías integradas;
131;300;Acabado de productos textiles;Acabado de productos textiles;
139;100;Fabricación de tejidos de punto;Fabricación de tejidos de punto;
139;201;Fabricación de frazadas, mantas, ponchos, colchas, cobertores, etc.;Fabricación de frazadas, mantas, ponchos, colchas, cobertores, etc.;
139;202;Fabricación de ropa de cama y mantelería;Fabricación de ropa de cama y mantelería;
139;203;Fabricación de artículos de lona y sucedáneos de lona;Fabricación de artículos de lona y sucedáneos de lona;
139;204;Fabricación de bolsas de materiales textiles para productos a granel;Fabricación de bolsas de materiales textiles para productos a granel;
139;209;Fabricación de artículos confeccionados de materiales textiles n.c.p., excepto prendas de vestir;Fabricación de artículos confeccionados de materiales textiles n.c.p., excepto prendas de vestir ;
139;300;Fabricación de tapices y alfombras;Fabricación de tapices y alfombras;
139;400;Fabricación de cuerdas, cordeles, bramantes y redes;Fabricación de cuerdas, cordeles, bramantes y redes;
139;900;Fabricación de productos textiles n.c.p.;Fabricación de productos textiles n.c.p.;
141;110;Confección de ropa interior, prendas para dormir y para la playa;Confección de ropa interior, prendas para dormir y para la playa;
141;120;Confección de ropa de trabajo, uniformes y guardapolvos;Confección de ropa de trabajo, uniformes y guardapolvos ;
141;130;Confección de prendas de vestir para bebés y niños;Confección de prendas de vestir para bebés y niños;
141;140;Confección de prendas deportivas;Confección de prendas deportivas;
141;191;Fabricación de accesorios de vestir excepto de cuero;Fabricación de accesorios de vestir excepto de cuero;
141;199;Confección de prendas de vestir n.c.p., excepto prendas de piel, cuero y de punto;Confección de prendas de vestir n.c.p., excepto prendas de piel, cuero y de punto;
141;201;Fabricación de accesorios de vestir de cuero;Fabricación de accesorios de vestir de cuero;
141;202;Confección de prendas de vestir de cuero;Confección de prendas de vestir de cuero;
142;000;Terminación y teñido de pieles, fabricación de artículos de piel;Terminación y teñido de pieles, fabricación de artículos de piel ;
143;010;Fabricación de medias;Fabricación de medias;
143;020;Fabricación de prendas de vestir y artículos similares de punto;Fabricación de prendas de vestir y artículos similares de punto;
149;000;Servicios industriales para la industria confeccionista;Servicios industriales para la industria confeccionista (Incluye procesos de planchado y acondicionamiento de prendas: teñido, gastado a la piedra (stone wash), impermeabilizado, lavaderos y secaderos industriales, etc.) ;
151;100;Curtido y terminación de cueros;Curtido y terminación de cueros;
151;200;Fabricación de maletas, bolsos de mano y similares, artículos de talabartería y artículos de cuero n.c.p.;Fabricación de maletas, bolsos de mano y similares, artículos de talabartería y artículos de cuero n.c.p.;
152;011;Fabricación de calzado de cuero, excepto calzado deportivo y ortopédico;Fabricación de calzado de cuero, excepto calzado deportivo y ortopédico ;
152;021;Fabricación de calzado de materiales n.c.p., excepto calzado deportivo y ortopédico;Fabricación de calzado de materiales n.c.p., excepto calzado deportivo y ortopédico ;
152;031;Fabricación de calzado deportivo;Fabricación de calzado deportivo;
152;040;Fabricación de partes de calzado;Fabricación de partes de calzado;
161;001;Aserrado y cepillado de madera  nativa;Aserrado y cepillado de madera  nativa ;
161;002;Aserrado y cepillado de madera implantada;Aserrado y cepillado de madera implantada;
162;100;Fabricación de hojas de madera para enchapado, fabricación de tableros contrachapados, tableros laminados, tableros de partículas y tableros y paneles n.c.p.;Fabricación de hojas de madera para enchapado, fabricación de tableros contrachapados, tableros laminados, tableros de partículas y tableros y paneles n.c.p. (Incluye la fabricación de madera terciada y  machimbre);
162;201;Fabricación de aberturas y estructuras de madera para la construcción;Fabricación de aberturas y estructuras de madera para la construcción;
162;202;Fabricación de viviendas prefabricadas de madera;Fabricación de viviendas prefabricadas de madera;
162;300;Fabricación de recipientes de madera;Fabricación de recipientes de madera;
162;901;Fabricación de ataúdes;Fabricación de ataúdes;
162;902;Fabricación de artículos de madera en tornerías;Fabricación de artículos de madera en tornerías;
162;903;Fabricación de productos de corcho;Fabricación de productos de corcho;
162;909;Fabricación de productos de madera n.c.p, fabricación de artículos de paja y materiales trenzables;Fabricación de productos de madera n.c.p, fabricación de artículos de paja y materiales trenzables (Incluye enmarcado de cuadros, carpintería cuando no explicita especialidad);
170;101;Fabricación de pasta de madera;Fabricación de pasta de madera;
170;102;Fabricación de papel y cartón excepto envases;Fabricación de papel y cartón excepto envases;
170;201;Fabricación de papel ondulado y envases de papel;Fabricación de papel ondulado y envases de papel;
170;202;Fabricación de cartón ondulado y envases de cartón;Fabricación de cartón ondulado y envases de cartón;
170;910;Fabricación de artículos de papel y cartón de uso doméstico e higiénico sanitario;Fabricación de artículos de papel y cartón de uso doméstico e higiénico sanitario;
170;990;Fabricación de artículos de papel y cartón n.c.p.;Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija:  239900);
181;101;Impresión de diarios y revistas;Impresión de diarios y revistas;
181;109;Impresión n.c.p., excepto de diarios y revistas;Impresión n.c.p., excepto de diarios y revistas;
181;200;Servicios relacionados con la impresión;Servicios relacionados con la impresión;
182;000;Reproducción de grabaciones;Reproducción de grabaciones;
191;000;Fabricación de productos de hornos de coque;Fabricación de productos de hornos de coque;
192;000;Fabricación de productos de la refinación del petróleo;Fabricación de productos de la refinación del petróleo;
201;110;Fabricación de gases industriales y medicinales comprimidos o licuados;Fabricación de gases industriales y medicinales comprimidos o licuados;
